"layout","horizon","won","reason","steps","track_time_s","finish_speed_kmh","max_speed_kmh","path_length_m","final_distance_m","final_heading_error_rad","max_abs_lateral_m","min_edge_margin_m","min_obstacle_margin_m","max_grip_usage","mean_grip_usage","rms_lateral_acc_mps2","rms_lateral_jerk_mps3","rms_steer_rate_radps","rms_torque_rate_nmps","mean_solve_ms","max_solve_ms","total_solve_s","failed_plans"
"inside","15","True","goal","110","8.8","91.3132200400171","91.3132200400171","169.812612975796","2.682137552953432","0.11278134766342912","3.1792804395905607","2.8207195604094393","1.6487119464616509","1.0799999951283357","0.9763321887861309","8.813822060079852","27.21451649869468","0.40836287719960296","2037.9301061192268","1515.8657663635413","8062.199399995734","166.74523429998953","1"
"second_outside","15","True","goal","106","8.48","96.8855555556286","96.8855555556286","165.3657375952004","2.816844319735188","0.02293370740621592","3.2636817004152965","2.7363182995847035","1.7426086845829525","1.0799999971587277","1.0069603878736801","8.64129939351411","18.911686584818742","0.3255147523910822","2066.2975642870974","947.3477660374659","4998.378000003868","100.41886319997138","1"
"second_outside_wall","15","True","goal","105","8.4","94.80923285608273","94.80923285608273","163.53343133737994","3.606719910297113","0.0393674733945138","3.304010053131305","2.695989946868695","1.7426086758171764","1.0799999977384622","1.0025309017145665","8.86416095008876","24.23399788357792","0.3632369910145668","1795.6863443543864","842.5032685717313","3087.27980000549","88.46284320003178","1"
