layout,horizon,won,reason,steps,track_time_s,finish_speed_kmh,max_speed_kmh,path_length_m,final_distance_m,final_heading_error_rad,max_abs_lateral_m,min_edge_margin_m,min_obstacle_margin_m,max_grip_usage,mean_grip_usage,rms_lateral_acc_mps2,rms_lateral_jerk_mps3,rms_steer_rate_radps,rms_torque_rate_nmps,mean_solve_ms,max_solve_ms,total_solve_s,failed_plans
second_outside_wall,15,True,goal,105,8.4,96.25830002593239,96.25830002593239,164.63809168999086,3.051544418218649,0.08656714614998848,3.299980339022546,2.700019660977454,1.742608684583235,1.0799999992512113,0.9962611724278936,8.697093566702577,36.26020652469156,0.45817509721610306,2616.2651977177443,714.9001857154958,2675.2495000109775,75.06451950012706,1
